Product Name,Product Price,Sale Discount (%),Discounted Price,Best Seller Rating,Rating Count,Ship From,Sold By,Product Description,Number Bought in the Past Month,Category Name,All Available Images
Kitchen Product 672,3130.69,71.67367728185299,886.81,4.7,988,China,Seller_358,This is a description for Kitchen Product 672.,239,Kitchen,https://example.com/Kitchen_Product_672.jpg
Toys Product 825,668.11,74.99891928303092,167.03,4.4,766,India,Seller_383,This is a description for Toys Product 825.,122,Toys,https://example.com/Toys_Product_825.jpg
Beauty Product 785,4096.69,73.39511814122277,1089.92,4.3,695,India,Seller_472,This is a description for Beauty Product 785.,464,Beauty,https://example.com/Beauty_Product_785.jpg
Books Product 992,316.81,87.9927679795178,38.04,4.2,941,India,Seller_294,This is a description for Books Product 992.,363,Books,https://example.com/Books_Product_992.jpg
Electronics Product 793,3199.28,77.9277552450857,706.15,3.7,600,China,Seller_153,This is a description for Electronics Product 793.,88,Electronics,https://example.com/Electronics_Product_793.jpg
Kitchen Product 620,4454.1,57.42133258838941,1896.5,4.1,864,USA,Seller_154,This is a description for Kitchen Product 620.,105,Kitchen,https://example.com/Kitchen_Product_620.jpg
Computers Product 130,3563.46,78.29512028938116,773.44,4.4,14,USA,Seller_354,This is a description for Computers Product 130.,267,Computers,https://example.com/Computers_Product_130.jpg
Shoes Product 788,2455.19,69.3115859951326,753.46,3.9,920,China,Seller_69,This is a description for Shoes Product 788.,485,Shoes,https://example.com/Shoes_Product_788.jpg
Shoes Product 350,288.16,77.8944645377099,63.7,4.0,175,USA,Seller_380,This is a description for Shoes Product 350.,338,Shoes,https://example.com/Shoes_Product_350.jpg
Computers Product 422,1688.68,85.0342037144892,252.72,4.8,804,Germany,Seller_243,This is a description for Computers Product 422.,142,Computers,https://example.com/Computers_Product_422.jpg
Sports Product 89,376.44,84.46011518925138,58.5,3.6,458,USA,Seller_120,This is a description for Sports Product 89.,444,Sports,https://example.com/Sports_Product_89.jpg
Beauty Product 660,3879.72,65.56836120788016,1335.85,4.1,95,China,Seller_119,This is a description for Beauty Product 660.,216,Beauty,https://example.com/Beauty_Product_660.jpg
Toys Product 727,4978.41,86.25078662778282,684.49,4.5,685,Germany,Seller_458,This is a description for Toys Product 727.,27,Toys,https://example.com/Toys_Product_727.jpg
Kitchen Product 873,3923.82,71.54372213067407,1116.57,4.7,29,USA,Seller_415,This is a description for Kitchen Product 873.,362,Kitchen,https://example.com/Kitchen_Product_873.jpg
Shoes Product 256,1509.91,62.97345368288839,559.07,3.6,558,Germany,Seller_268,This is a description for Shoes Product 256.,224,Shoes,https://example.com/Shoes_Product_256.jpg
Sports Product 849,3266.5,52.18949882061692,1561.73,3.6,440,Germany,Seller_263,This is a description for Sports Product 849.,13,Sports,https://example.com/Sports_Product_849.jpg
Sports Product 425,2476.69,59.44371077334593,1004.45,5.0,278,China,Seller_370,This is a description for Sports Product 425.,117,Sports,https://example.com/Sports_Product_425.jpg
Shoes Product 838,1536.41,61.144797280999114,596.98,4.2,335,USA,Seller_402,This is a description for Shoes Product 838.,240,Shoes,https://example.com/Shoes_Product_838.jpg
Electronics Product 878,4705.75,86.83476815453146,619.52,4.1,617,China,Seller_427,This is a description for Electronics Product 878.,254,Electronics,https://example.com/Electronics_Product_878.jpg
Kitchen Product 405,3805.47,87.95769706328073,458.27,4.1,767,China,Seller_456,This is a description for Kitchen Product 405.,363,Kitchen,https://example.com/Kitchen_Product_405.jpg
Computers Product 610,1721.66,53.38648409734594,802.53,4.1,788,USA,Seller_408,This is a description for Computers Product 610.,218,Computers,https://example.com/Computers_Product_610.jpg
Computers Product 326,766.99,82.75170880652219,132.29,4.3,237,India,Seller_53,This is a description for Computers Product 326.,52,Computers,https://example.com/Computers_Product_326.jpg
Books Product 257,1292.54,72.79518324307736,351.63,4.0,71,India,Seller_198,This is a description for Books Product 257.,35,Books,https://example.com/Books_Product_257.jpg
Automotive Product 11,2271.04,70.87128728627499,661.52,4.1,333,Germany,Seller_8,This is a description for Automotive Product 11.,46,Automotive,https://example.com/Automotive_Product_11.jpg
Electronics Product 712,4276.36,60.045392495220625,1708.6,4.0,640,China,Seller_320,This is a description for Electronics Product 712.,435,Electronics,https://example.com/Electronics_Product_712.jpg
Beauty Product 779,196.17,74.6814590089104,49.67,4.6,894,India,Seller_185,This is a description for Beauty Product 779.,42,Beauty,https://example.com/Beauty_Product_779.jpg
Toys Product 493,2572.12,66.29715200434396,866.88,4.1,648,Germany,Seller_169,This is a description for Toys Product 493.,172,Toys,https://example.com/Toys_Product_493.jpg
Kitchen Product 351,1150.34,83.5581546490316,189.14,3.7,111,China,Seller_64,This is a description for Kitchen Product 351.,126,Kitchen,https://example.com/Kitchen_Product_351.jpg
Kitchen Product 111,1798.04,73.44439509483882,477.48,3.8,636,Germany,Seller_386,This is a description for Kitchen Product 111.,187,Kitchen,https://example.com/Kitchen_Product_111.jpg
Kitchen Product 664,2611.38,74.16672663098669,674.6,3.5,925,Germany,Seller_231,This is a description for Kitchen Product 664.,342,Kitchen,https://example.com/Kitchen_Product_664.jpg
Electronics Product 523,1214.87,83.29839122734245,202.9,4.8,452,India,Seller_331,This is a description for Electronics Product 523.,453,Electronics,https://example.com/Electronics_Product_523.jpg
Automotive Product 747,3881.13,80.66905955072063,750.26,4.9,990,USA,Seller_265,This is a description for Automotive Product 747.,45,Automotive,https://example.com/Automotive_Product_747.jpg
Sports Product 405,2925.88,89.49731871690054,307.3,4.4,239,India,Seller_214,This is a description for Sports Product 405.,131,Sports,https://example.com/Sports_Product_405.jpg
Sports Product 961,2878.71,59.251912397664626,1173.02,4.5,833,USA,Seller_6,This is a description for Sports Product 961.,304,Sports,https://example.com/Sports_Product_961.jpg
Sports Product 593,930.45,51.04112158976868,455.54,3.6,965,USA,Seller_458,This is a description for Sports Product 593.,120,Sports,https://example.com/Sports_Product_593.jpg
Clothing Product 943,4799.57,55.387657895537465,2141.2,3.7,413,China,Seller_134,This is a description for Clothing Product 943.,131,Clothing,https://example.com/Clothing_Product_943.jpg
Beauty Product 78,3483.77,70.73937974272431,1019.37,4.0,662,China,Seller_346,This is a description for Beauty Product 78.,384,Beauty,https://example.com/Beauty_Product_78.jpg
Automotive Product 902,4160.85,59.63598966229715,1679.49,3.9,112,USA,Seller_385,This is a description for Automotive Product 902.,485,Automotive,https://example.com/Automotive_Product_902.jpg
Electronics Product 929,4366.24,84.93161792821691,657.92,3.6,709,USA,Seller_381,This is a description for Electronics Product 929.,395,Electronics,https://example.com/Electronics_Product_929.jpg
Clothing Product 724,259.39,70.68413953315329,76.04,4.4,27,USA,Seller_311,This is a description for Clothing Product 724.,310,Clothing,https://example.com/Clothing_Product_724.jpg
Shoes Product 360,287.26,84.4070340651189,44.79,4.1,311,USA,Seller_54,This is a description for Shoes Product 360.,498,Shoes,https://example.com/Shoes_Product_360.jpg
Toys Product 771,2554.96,71.93579666803765,717.03,4.0,528,USA,Seller_101,This is a description for Toys Product 771.,95,Toys,https://example.com/Toys_Product_771.jpg
Computers Product 808,2615.36,73.17988418268652,701.44,4.4,810,USA,Seller_34,This is a description for Computers Product 808.,159,Computers,https://example.com/Computers_Product_808.jpg
Kitchen Product 302,4004.98,82.81112228429848,688.41,4.7,653,USA,Seller_53,This is a description for Kitchen Product 302.,39,Kitchen,https://example.com/Kitchen_Product_302.jpg
Electronics Product 628,106.64,59.564968217252,43.12,3.9,809,Germany,Seller_430,This is a description for Electronics Product 628.,153,Electronics,https://example.com/Electronics_Product_628.jpg
Clothing Product 907,3697.89,52.49610056689723,1756.64,3.7,700,USA,Seller_468,This is a description for Clothing Product 907.,123,Clothing,https://example.com/Clothing_Product_907.jpg
Sports Product 440,1181.45,75.07112858752686,294.52,4.8,400,USA,Seller_77,This is a description for Sports Product 440.,210,Sports,https://example.com/Sports_Product_440.jpg
Sports Product 57,219.92,80.7757932469355,42.28,3.9,942,USA,Seller_12,This is a description for Sports Product 57.,428,Sports,https://example.com/Sports_Product_57.jpg
Beauty Product 803,2637.22,79.23356122970846,547.66,3.9,165,USA,Seller_185,This is a description for Beauty Product 803.,484,Beauty,https://example.com/Beauty_Product_803.jpg
Shoes Product 683,1054.13,51.99686646185027,506.02,3.9,48,China,Seller_62,This is a description for Shoes Product 683.,254,Shoes,https://example.com/Shoes_Product_683.jpg
Beauty Product 938,2986.92,89.43662028479528,315.52,3.8,517,China,Seller_363,This is a description for Beauty Product 938.,166,Beauty,https://example.com/Beauty_Product_938.jpg
Kitchen Product 178,1209.35,82.56004565414017,210.91,3.8,652,China,Seller_256,This is a description for Kitchen Product 178.,472,Kitchen,https://example.com/Kitchen_Product_178.jpg
Toys Product 637,4920.8,83.70005267895597,802.09,4.2,64,India,Seller_179,This is a description for Toys Product 637.,356,Toys,https://example.com/Toys_Product_637.jpg
Shoes Product 64,3748.67,85.95153624657024,526.63,4.5,56,India,Seller_327,This is a description for Shoes Product 64.,22,Shoes,https://example.com/Shoes_Product_64.jpg
Automotive Product 829,1001.18,54.63231530125661,454.21,4.2,564,USA,Seller_372,This is a description for Automotive Product 829.,364,Automotive,https://example.com/Automotive_Product_829.jpg
Sports Product 691,3854.01,65.23817791088587,1339.72,4.4,883,Germany,Seller_239,This is a description for Sports Product 691.,46,Sports,https://example.com/Sports_Product_691.jpg
Automotive Product 404,1506.55,55.602352530048776,668.87,4.9,708,USA,Seller_345,This is a description for Automotive Product 404.,80,Automotive,https://example.com/Automotive_Product_404.jpg
Sports Product 561,373.38,66.16455620654769,126.33,4.5,658,Germany,Seller_62,This is a description for Sports Product 561.,157,Sports,https://example.com/Sports_Product_561.jpg
Computers Product 699,3079.45,65.27173631750543,1069.44,4.8,925,Germany,Seller_200,This is a description for Computers Product 699.,66,Computers,https://example.com/Computers_Product_699.jpg
Computers Product 852,3739.74,79.86681496371058,752.93,4.0,997,China,Seller_286,This is a description for Computers Product 852.,500,Computers,https://example.com/Computers_Product_852.jpg
Clothing Product 884,3046.31,71.01328018306461,883.03,3.7,72,USA,Seller_199,This is a description for Clothing Product 884.,178,Clothing,https://example.com/Clothing_Product_884.jpg
Electronics Product 767,2226.07,54.55803005290853,1011.57,4.2,481,China,Seller_18,This is a description for Electronics Product 767.,60,Electronics,https://example.com/Electronics_Product_767.jpg
Sports Product 50,1056.46,77.00580738378484,242.92,3.8,137,Germany,Seller_159,This is a description for Sports Product 50.,83,Sports,https://example.com/Sports_Product_50.jpg
Sports Product 291,819.86,84.68464843870923,125.56,4.9,955,China,Seller_82,This is a description for Sports Product 291.,108,Sports,https://example.com/Sports_Product_291.jpg
Automotive Product 36,596.91,77.09514847226852,136.72,4.7,513,India,Seller_213,This is a description for Automotive Product 36.,151,Automotive,https://example.com/Automotive_Product_36.jpg
Sports Product 839,3271.9,89.32328943934263,349.33,3.9,30,Germany,Seller_39,This is a description for Sports Product 839.,179,Sports,https://example.com/Sports_Product_839.jpg
Electronics Product 273,4096.81,60.077454995061274,1635.55,3.9,723,USA,Seller_12,This is a description for Electronics Product 273.,352,Electronics,https://example.com/Electronics_Product_273.jpg
Electronics Product 105,3472.5,72.15174745788605,967.03,4.9,379,USA,Seller_64,This is a description for Electronics Product 105.,429,Electronics,https://example.com/Electronics_Product_105.jpg
Toys Product 756,351.23,63.549664601139305,128.02,3.6,227,China,Seller_98,This is a description for Toys Product 756.,193,Toys,https://example.com/Toys_Product_756.jpg
Beauty Product 744,3510.78,80.38883173010633,688.5,4.4,777,USA,Seller_309,This is a description for Beauty Product 744.,102,Beauty,https://example.com/Beauty_Product_744.jpg
Sports Product 902,4475.46,81.78377225375795,815.26,4.1,551,Germany,Seller_476,This is a description for Sports Product 902.,359,Sports,https://example.com/Sports_Product_902.jpg
Toys Product 536,2527.64,59.29038161338307,1028.99,5.0,243,China,Seller_228,This is a description for Toys Product 536.,245,Toys,https://example.com/Toys_Product_536.jpg
Electronics Product 527,4227.98,56.4557458176826,1841.04,4.3,747,Germany,Seller_264,This is a description for Electronics Product 527.,0,Electronics,https://example.com/Electronics_Product_527.jpg
Toys Product 283,2215.16,87.77814247334024,270.73,3.7,346,USA,Seller_307,This is a description for Toys Product 283.,285,Toys,https://example.com/Toys_Product_283.jpg
Electronics Product 373,3241.94,72.138667132258,903.25,4.3,811,India,Seller_29,This is a description for Electronics Product 373.,13,Electronics,https://example.com/Electronics_Product_373.jpg
Shoes Product 477,3855.99,67.37323473416325,1258.08,4.1,969,USA,Seller_218,This is a description for Shoes Product 477.,497,Shoes,https://example.com/Shoes_Product_477.jpg
Books Product 264,2022.79,60.04518822806267,808.2,4.9,911,China,Seller_323,This is a description for Books Product 264.,447,Books,https://example.com/Books_Product_264.jpg
